"","title","date","author","year","day","month","month.num","date.comb","date.format"
"11412","R is Hot","October 6, 2010","David Smith",2010,6,"October",10,"2010-10-6",2010-10-06
"11413","Belgian Astronomers and Exercise Machines","October 6, 2010","C",2010,6,"October",10,"2010-10-6",2010-10-06
"11415","Convert decimal to IEEE-754 in R","October 6, 2010","Todos Logos",2010,6,"October",10,"2010-10-6",2010-10-06
"11417","How fast is JAGS?","October 6, 2010","jackman",2010,6,"October",10,"2010-10-6",2010-10-06
"11418","Typos…","October 5, 2010","xi'an",2010,5,"October",10,"2010-10-5",2010-10-05
"11419","The Data Science Venn Diagram","October 5, 2010","David Smith",2010,5,"October",10,"2010-10-5",2010-10-05
"11420","Arctic Sea Ice Extent Trends: 1979-2010; Update 1","October 5, 2010","Kelly",2010,5,"October",10,"2010-10-5",2010-10-05
"11421","Example 8.8: more Hosmer and Lemeshow","October 5, 2010","Ken Kleinman",2010,5,"October",10,"2010-10-5",2010-10-05
"11422","India Australia test cricket matches over the years","October 5, 2010","prasoonsharma",2010,5,"October",10,"2010-10-5",2010-10-05
"11424","Why R is better than Excel for teaching statistics","October 4, 2010","Rob J Hyndman",2010,4,"October",10,"2010-10-4",2010-10-04
"11425","S4 classes in R: printing function definition and getting help","October 4, 2010","Vinh Nguyen",2010,4,"October",10,"2010-10-4",2010-10-04
"11426","Use R to Analyze Players for your Fantasy Hockey League","October 4, 2010","--",2010,4,"October",10,"2010-10-4",2010-10-04
"11427","Max Heart Rate Calculations Compared","October 4, 2010","C",2010,4,"October",10,"2010-10-4",2010-10-04
"11429","Means By","October 4, 2010","Tal Galili",2010,4,"October",10,"2010-10-4",2010-10-04
"11430","Code Snippets in Revolution R","October 4, 2010","David Smith",2010,4,"October",10,"2010-10-4",2010-10-04
"11431","The ARIMAX model muddle","October 4, 2010","Rob J Hyndman",2010,4,"October",10,"2010-10-4",2010-10-04
"11432","A tale of two returns","October 4, 2010","Pat",2010,4,"October",10,"2010-10-4",2010-10-04
"11433","V3 Station mash up","October 3, 2010","Steven Mosher",2010,3,"October",10,"2010-10-3",2010-10-03
"11434","More BLAS, BLASter, BLAStest: Updates on gcbd","October 3, 2010","Thinking inside the box",2010,3,"October",10,"2010-10-3",2010-10-03
"11435","Le Monde puzzle [34]","October 3, 2010","xi'an",2010,3,"October",10,"2010-10-3",2010-10-03
"11436","ICOADS","October 3, 2010","Steven Mosher",2010,3,"October",10,"2010-10-3",2010-10-03
"11437","Plotting time vs date in R","October 2, 2010","datadebrief",2010,2,"October",10,"2010-10-2",2010-10-02
"11438","Here is how to improve your charts, graphs, maps, and…","October 2, 2010","Isomorphismes",2010,2,"October",10,"2010-10-2",2010-10-02
"11439","ProjectTemplate Version 0.1-3 Released","October 2, 2010","John Myles White",2010,2,"October",10,"2010-10-2",2010-10-02
"11440",">_ StatET, eclipse plug-in for R","October 2, 2010","oneliner",2010,2,"October",10,"2010-10-2",2010-10-02
"11441","Typo in Example 5.18","October 2, 2010","xi'an",2010,2,"October",10,"2010-10-2",2010-10-02
"11442","Millionaire’s advice","October 2, 2010","kafka",2010,2,"October",10,"2010-10-2",2010-10-02
"11443","head and tail for strings","October 2, 2010","Karsten W.",2010,2,"October",10,"2010-10-2",2010-10-02
"11444","CouchDB and R","October 2, 2010","Christopher Bare",2010,2,"October",10,"2010-10-2",2010-10-02
"11446","Comparison of Sunil Gavaskar and Javed Miandad’s Performance in International Cricket","October 2, 2010","prasoonsharma",2010,2,"October",10,"2010-10-2",2010-10-02
"11447","A new version of ff released (version 2.2.0)","October 2, 2010","Tal Galili",2010,2,"October",10,"2010-10-2",2010-10-02
"11448","OpenMx 1.0","October 1, 2010","Shige",2010,1,"October",10,"2010-10-1",2010-10-01
"11450","Because it’s Friday: I hate pennies","October 1, 2010","David Smith",2010,1,"October",10,"2010-10-1",2010-10-01
"11451","Fibonacci 1-liners","October 1, 2010","David Smith",2010,1,"October",10,"2010-10-1",2010-10-01
"11452","R Beginner’s Guide Book Update 10/1/2010","October 1, 2010","John Quick",2010,1,"October",10,"2010-10-1",2010-10-01
"11454","Three-Quarter Truths: Correlation Is Not Causation","October 1, 2010","John Myles White",2010,1,"October",10,"2010-10-1",2010-10-01
"11455","R Optimization Function Test","October 1, 2010","Quantitative Finance Collector",2010,1,"October",10,"2010-10-1",2010-10-01
"11456","Managing a statistical analysis project – guidelines and best practices","September 30, 2010","Vinh Nguyen",2010,30,"September",9,"2010-9-30",2010-09-30
"11457","Mandelbrot Set, evolved","September 30, 2010","David Smith",2010,30,"September",9,"2010-9-30",2010-09-30
"11458","Plotting Time Series data using ggplot2","September 30, 2010","Ralph",2010,30,"September",9,"2010-9-30",2010-09-30
"11459","Managing a statistical analysis project – guidelines and best practices","September 30, 2010","Tal Galili",2010,30,"September",9,"2010-9-30",2010-09-30
"11460","New version of solaR","September 30, 2010","procomun",2010,30,"September",9,"2010-9-30",2010-09-30
"11461","Moshtemp 5.1","September 29, 2010","Steven Mosher",2010,29,"September",9,"2010-9-29",2010-09-29
"11462","Le Monde puzzle [38]","September 29, 2010","xi'an",2010,29,"September",9,"2010-9-29",2010-09-29
"11463","NewTwitter design based on a Golden Spiral","September 29, 2010","David Smith",2010,29,"September",9,"2010-9-29",2010-09-29
"11464","UCLA Statistics: Analyzing Thesis/Dissertation Lengths","September 29, 2010","Ryan Rosario",2010,29,"September",9,"2010-9-29",2010-09-29
"11465","A Visualization of Soil Taxonomy Down to the Subgroup Level","September 29, 2010","dylan",2010,29,"September",9,"2010-9-29",2010-09-29
"11466","Cooling stations. A UHI Hint","September 29, 2010","Steven Mosher",2010,29,"September",9,"2010-9-29",2010-09-29
"11467","Mike’s and my book is coming out","September 29, 2010","Shravan Vasishth",2010,29,"September",9,"2010-9-29",2010-09-29
"11469","Some Oddities with cooling stations","September 29, 2010","Steven Mosher",2010,29,"September",9,"2010-9-29",2010-09-29
"11470","A texteditor for R","September 29, 2010","Rob J Hyndman",2010,29,"September",9,"2010-9-29",2010-09-29
"11471","Forecasting with long seasonal periods","September 28, 2010","Rob J Hyndman",2010,28,"September",9,"2010-9-28",2010-09-28
"11472","Google Summer of Code advances R","September 28, 2010","David Smith",2010,28,"September",9,"2010-9-28",2010-09-28
"11473","Example 8.7: Hosmer and Lemeshow goodness-of-fit","September 28, 2010","Ken Kleinman",2010,28,"September",9,"2010-9-28",2010-09-28
"11474","A Slider to Control Two Plotting Windows","September 28, 2010","Yihui Xie",2010,28,"September",9,"2010-9-28",2010-09-28
"11475","What is wrong with this graph?","September 28, 2010","steve",2010,28,"September",9,"2010-9-28",2010-09-28
"11477","Some hints for the R Beginner: Avoiding ""blank screen syndrome""","September 27, 2010","David Smith",2010,27,"September",9,"2010-9-27",2010-09-27
"11478","Galton & simulation","September 27, 2010","xi'an",2010,27,"September",9,"2010-9-27",2010-09-27
"11479","Mean reverting strategies and volatility","September 27, 2010","kafka",2010,27,"September",9,"2010-9-27",2010-09-27
"11480","How to send an HTTP PUT request from R","September 27, 2010","Christopher Bare",2010,27,"September",9,"2010-9-27",2010-09-27
"11482","Riemann, Langevin & Hamilton [reply]","September 27, 2010","xi'an",2010,27,"September",9,"2010-9-27",2010-09-27
"11483","Mumbai 2010: R Course for Finance","September 27, 2010","wuertz",2010,27,"September",9,"2010-9-27",2010-09-27
"11484","Maps with ggplot2","September 27, 2010","James",2010,27,"September",9,"2010-9-27",2010-09-27
"11485","RcppArmadillo 0.2.7","September 26, 2010","dirk.eddelbuettel",2010,26,"September",9,"2010-9-26",2010-09-26
"11487","Animation","September 25, 2010","Steven Mosher",2010,25,"September",9,"2010-9-25",2010-09-25
"11488","GotoBLAS2","September 25, 2010","Shige",2010,25,"September",9,"2010-9-25",2010-09-25
"11490","Visualising questionnaires","September 25, 2010","richierocks",2010,25,"September",9,"2010-9-25",2010-09-25
"11491","Two New R Packages: log4r and SortableHTMLTables","September 25, 2010","John Myles White",2010,25,"September",9,"2010-9-25",2010-09-25
"11492","Damn Close 5.0","September 24, 2010","Steven Mosher",2010,24,"September",9,"2010-9-24",2010-09-24
"11493","Find Duplicate Records in a File","September 24, 2010","C",2010,24,"September",9,"2010-9-24",2010-09-24
"11495","Because it’s Friday: Statistician vs Scientist","September 24, 2010","David Smith",2010,24,"September",9,"2010-9-24",2010-09-24
"11496","Making sense of MapReduce","September 24, 2010","Joseph Rickert",2010,24,"September",9,"2010-9-24",2010-09-24
"11497","Arctic Oscillation: 1 – Trends","September 24, 2010","Kelly",2010,24,"September",9,"2010-9-24",2010-09-24
"11498","Connecting to a MongoDB database from R using the C API for MongoDB","September 24, 2010","Pierre Lindenbaum",2010,24,"September",9,"2010-9-24",2010-09-24
"11500","R / Finance 2011 Call for Papers","September 24, 2010","Thinking inside the box",2010,24,"September",9,"2010-9-24",2010-09-24
"11503","Connecting to a MongoDB database from R using Java","September 24, 2010","nsaunders",2010,24,"September",9,"2010-9-24",2010-09-24
"11504","More AQP (algorithms for quantitative pedology) Examples","September 23, 2010","dylan",2010,23,"September",9,"2010-9-23",2010-09-23
"11505","Higher Order Functions in R","September 23, 2010","John Myles White",2010,23,"September",9,"2010-9-23",2010-09-23
"11506","Effective sample size","September 23, 2010","xi'an",2010,23,"September",9,"2010-9-23",2010-09-23
"11507","Seeing the Big Picture","September 23, 2010","John Myles White",2010,23,"September",9,"2010-9-23",2010-09-23
"11508","Global done!","September 23, 2010","Steven Mosher",2010,23,"September",9,"2010-9-23",2010-09-23
"11509","R/Finance 2011 Call for Papers","September 23, 2010","David Smith",2010,23,"September",9,"2010-9-23",2010-09-23
"11510","New housedata release 20100923","September 23, 2010","jjh",2010,23,"September",9,"2010-9-23",2010-09-23
"11511","IIATMS Guest Contribution","September 23, 2010","Millsy",2010,23,"September",9,"2010-9-23",2010-09-23
"11512","R Project and Google Summer of Code: Wrapping up","September 23, 2010","Thinking inside the box",2010,23,"September",9,"2010-9-23",2010-09-23
"11515","Monte Carlo Statistical Methods third edition","September 23, 2010","xi'an",2010,23,"September",9,"2010-9-23",2010-09-23
"11516","New World Bank Data Available","September 22, 2010","C",2010,22,"September",9,"2010-9-22",2010-09-22
"11518","Guidelines for efficient R programming","September 22, 2010","David Smith",2010,22,"September",9,"2010-9-22",2010-09-22
"11519","Visualizations of US neighborhoods by race and ethnicity","September 22, 2010","dan",2010,22,"September",9,"2010-9-22",2010-09-22
"11520","Connecting to SQL Server from R using RJDBC","September 22, 2010","JD Long",2010,22,"September",9,"2010-9-22",2010-09-22
"11521","My Crappy Fantasy Football Draft","September 22, 2010","Ryan",2010,22,"September",9,"2010-9-22",2010-09-22
"11522","R Function of the Day: foodweb","September 21, 2010","erik",2010,21,"September",9,"2010-9-21",2010-09-21
"11524","Oil – Equities correlation – trading opportunity or new normal?","September 21, 2010","Lloyd Spencer",2010,21,"September",9,"2010-9-21",2010-09-21
"11525","The R-Files: Hadley Wickham","September 21, 2010","David Smith",2010,21,"September",9,"2010-9-21",2010-09-21
"11526","Classification Trees using the rpart function","September 21, 2010","Ralph",2010,21,"September",9,"2010-9-21",2010-09-21
"11527","Example 8.6: Changing the reference category for categorical variables","September 21, 2010","Ken Kleinman",2010,21,"September",9,"2010-9-21",2010-09-21
"11528","Install and load R package ""Rcmdr"" to quickly install lots of other packages","September 21, 2010","Stephen Turner",2010,21,"September",9,"2010-9-21",2010-09-21
"11529","R tee-shirt","September 21, 2010","xi'an",2010,21,"September",9,"2010-9-21",2010-09-21
"11530","AQP Examples: Profile Visualization","September 20, 2010","dylan",2010,20,"September",9,"2010-9-20",2010-09-20
"11531","Auto-complete for R in EmEditor","September 20, 2010","datadebrief",2010,20,"September",9,"2010-9-20",2010-09-20
"11532","Saptarshi Guha on Hadoop, R","September 20, 2010","David Smith",2010,20,"September",9,"2010-9-20",2010-09-20
"11533","Problems with R","September 20, 2010","steve",2010,20,"September",9,"2010-9-20",2010-09-20
"11535","In case you missed it: August Roundup","September 20, 2010","David Smith",2010,20,"September",9,"2010-9-20",2010-09-20
"11536","Cricket – opinions and facts","September 20, 2010","prasoonsharma",2010,20,"September",9,"2010-9-20",2010-09-20
"11537","R syntax highlighting for bloggers on WordPress.com","September 20, 2010","Tal Galili",2010,20,"September",9,"2010-9-20",2010-09-20
"11538","Data Mining in A Nutshell","September 20, 2010","Matt Bogard",2010,20,"September",9,"2010-9-20",2010-09-20
"11539","How fast is JAGS?","September 20, 2010","Martyn",2010,20,"September",9,"2010-9-20",2010-09-20
"11540","R Code Examples","September 19, 2010","Matt Bogard",2010,19,"September",9,"2010-9-19",2010-09-19
"11541","R Tutorial Series: Labeling Data Points on a Plot","September 19, 2010","John Quick",2010,19,"September",9,"2010-9-19",2010-09-19
"11543","Why Use ProjectTemplate or Any Other Framework?","September 19, 2010","John Myles White",2010,19,"September",9,"2010-9-19",2010-09-19
"11544","Response Times, The Exponential Distribution and Poisson Processes","September 18, 2010","John Myles White",2010,18,"September",9,"2010-9-18",2010-09-18
"11545","Elder Research Two Day Course","September 18, 2010","C",2010,18,"September",9,"2010-9-18",2010-09-18
"11547","Using R","September 18, 2010","Matt Bogard",2010,18,"September",9,"2010-9-18",2010-09-18
"11548","Classification Trees","September 18, 2010","Ralph",2010,18,"September",9,"2010-9-18",2010-09-18
"11549","What should we call the stats Q&A site?","September 18, 2010","Rob J Hyndman",2010,18,"September",9,"2010-9-18",2010-09-18
"11550","A simple Metropolis-Hastings MCMC in R","September 17, 2010","Florian Hartig",2010,17,"September",9,"2010-9-17",2010-09-17
"11551","Running R on the iPad","September 17, 2010","David Smith",2010,17,"September",9,"2010-9-17",2010-09-17
"11552","Installing ‘intergraph’ package","September 17, 2010","Michal",2010,17,"September",9,"2010-9-17",2010-09-17
"11553","Physical economy v social economy","September 17, 2010","Pat",2010,17,"September",9,"2010-9-17",2010-09-17
"11554","Typo in Example 3.6","September 16, 2010","xi'an",2010,16,"September",9,"2010-9-16",2010-09-16
"11555","Open source and money – why paying R developers might not always help the project","September 16, 2010","Tal Galili",2010,16,"September",9,"2010-9-16",2010-09-16
"11556","Complex-valued linear models","September 16, 2010","ellbur",2010,16,"September",9,"2010-9-16",2010-09-16
"11557","R’s time is now","September 16, 2010","David Smith",2010,16,"September",9,"2010-9-16",2010-09-16
"11558","Did what you write drive what I read?","September 16, 2010","Timothée",2010,16,"September",9,"2010-9-16",2010-09-16
"11559","Principal Component Analysis (PCA) vs Ordinary Least Squares (OLS): A Visual Explanation","September 16, 2010","JD Long",2010,16,"September",9,"2010-9-16",2010-09-16
"11560","BLAS, BLASter, BLAStest: Some benchmark results, and a benchmarking framework","September 15, 2010","dirk.eddelbuettel",2010,15,"September",9,"2010-9-15",2010-09-15
